Comment
Om shanti Legend ❤️
R-l-P 😭😭😭
Bsdk kitne add lagte ho😠🤬🤬
Great 😔❤️
👑
#justice4SSR
Bro you are love yrr 😍😍
❤️
LEGENDS NEVER DIES LIKE HIM MISS U DUDE LOVE U AND ALSO THX TO GRAVERO  FOR GET HIS MOMERY BACK 🥲🥰😍
💔❤️
I surching this for half an hour...now i got this
May ur soul rest in peace brother 💔
Miss uh Bhai Justice for ssr bhai 😭❤️
Love u SSR we miss u 🥺😭 literally i cried while I'm lessening to this song u made my day bro. Superb
"its been a year and ig everyone is still waiting for his next movie...
LEGENDS NEVER DIE..."
❤️❤️
"Legend never die 🥺🥺
🙃🙃"
Long Live SSR💔💔
He was the next big thing but 😢. RIP legend SSR
"Sushant Singh Rajput 21st January 1986 -Forever 
Legend will be the star & #SushantSinghRajput is the Star of Sky 💫🔭✨🌃🦋❣️💔🙏😭
Who agree?"
1:15
Legends
missing SSR smile while seeing this my eyes filled with tears......🥺😣
😭😭🥺
🙏🙏
Sushant was a diamond 😶😔🥺😭😭😭😭
"😞😢 very emotional, and brings memories 2 years+ older from now"
Not beautiphooooool it's glorious & marvelous
"Nothing by blood,
But still cried for a legend
We miss u SSR❤️"
No one can replace shushant singh sir again..😭
Legends never die
"Goosebumps when kheriyat start 
Legend never die 😢"
❤️
Broooooooooooo bruhhhhhh🅾️🅿️🔥🔥
SSR🥺💗
🥺
"Tarah zameen pe nahi
Asman mein chamakta hai meri jaan
Our suhe chune ka hum soch bhi nahi sakte meri jaan🤫"
"""I always wanted to meet him as a kid, he inspired me a lot."""
SSR
Listen in 0.75x speed its give goosebumps
❤❤😭😭💔💔
"SSR is a Legend
Om Shanti Om"
Rip to a legend he will always be alive in our hearts ❤️
Miss him soo much cant express in words
I miss you sushant singh rajput ❤️❤️❤️❤️❤️❤️❤️❤️❤️
I miss you sushant sing
"Amazing 🌈🤒 
                






         Vinice Tooyou Ahhh 🤕✨🤍🌊🙂🙃"
I don't know what to do with myself 💔
😭😭😭😭😭😞
1:20 GOOSEBUMPS ⚡⚡
I miss you 🥺
"sushant once said that he wanted to be remembered as a good actor and also a good human being
and he achieved this successfully
 dear sushant you will always remain as one of the best human beings who was born on earth ✨💎🕊️💕"
Goosebumps 🥰
Who listening this masterpiece after Sushant Singh Rajput death' plz liked it...... may his soul rest in peace o
Legend never die 😟
MISS U SUSHANTH SIR
🔥🔥🔥
😥😥😥😥😥😥😥😥😥😥
Please mujhe iska 360kbps ka mp3 dedo
Mera comment like crow cuddie🗿
Berry emotional diltouching
After listening your remix you deserve a sub❤
Like SSR's whole life flashup in my eyes just in minutes 🥺
01:21 Goosebumps  💕
Legend never dies ssr
We miss him😢😢😥😭😭😭
Legend😭😭😭🤧🤧
Just today but that year 🥲😖
Please do it with let me down slowly
rip broo
Shushant Always Be Alive In Our Heart 💙R.I.P Legend 🌚🖤
No doubt this is your one of the best remix ever ❤️
Love this one ♥️♥️🥺🤌
Love you grav
Justice for sushant singh rajput
your work is insane bruvv
2.00
Mind-blowing
This deserves more than 100 million views
"Yaar bohot sahi jaaa rahe ho ❤️✨🔥
But bhai ek request h please
Yaar 1950 se 2000s tk hit songs k lofi version bhi banao😞
Cause mene aapke
Kuch songs sune h purane songs k lofi & those were amazing.
Like : ek ladki bhegi bhagi se
Pyar hua ikrar hua h etc
Nd now ye dil maange more ✨"
Ohh my god goosebumps 😚
"This video is amazing.
""Ms dhoni- the untold story"" was my first film in which I saw Sushant sir.....
And became a big fan...
As those were my high school days,
whenever I see him on tv or anywhere 
I get emotional and miss my high school days so much. 🥺
He is still my favorite actor and has always been close to my heart.
RIP Sushant sir 😭🙏."
bhai badhiya remix bnate ho. Kabhi anstya k liye bhi bna diya kro
Mi
Legends never die ❤️‍🔥🥀.........✨
Legends never die
om shanti!
Got you the moon is the reality because  he had buy land on the moon
I love it
Perfect video 😍😍😍
This genuinely makes me miss SSR
He is so beautiful 😍 😍😍 The most beautiful in whole world!!! 😭😭😭😭😭😭😭😭😭😭😭😭
abhi tak 1m kyu nhi hue 😢😢😢😢😢😢
Sarfraz dhoka nahi da ga
miss you SSR🥺😩💔
❤️🙌🏻❤️
Miss u Sushant Singh RajPut🙂🙂
1:21💔
Missing sushant singh rajput 🥺😭🥲😔
Good Job Bro You Do Awesome Work
This mashup took me into another world 🥺💔 with old memories 🥀
Still cant believe he is gone 💔
sushant sir😪😪😪😪😪😪
This gave me chills
"Leaving this comment here, so I can listen this song even if I forget about it... whenever someone likes it I'll get reminded of it..💜"
just wow 🙂❤️
"A Love For My Favourite SSR 😔😔🙏🚩.
Hunted By NEPOTISM 🙏😭"
Saware X slowly
Sir saware X slowly please
Awesome Yaar 🥲🥲🥲🥲🥲🥲
"Your are the legend bro
Of making mashup"
"I am leaving a comment in the hope that whenever someone like it... I will remember this song ❤️😊

And take care of yourself 😊"
Excellent tribute 🙌👍 bro❤️❤️
1:20 goosebumps ❤️😇😇😇
We miss you sir 💔😔
"a smile that we lost in heaven 🕊️🌹🌷🌼🦋🌼🦋

dear sushant your emptiness will kill me some day 💔🥺🪦😭"
💙❤
🥺🥺❤️
The men who teach us how to love life. The legendary men live in our hearts forever
"Superb mashup bro, one of my favourites"
"On today also, I can't believe that he's no more 😢 💔 😔 I can't see him in a new picture 😢 I am still waiting for your new project brother 🙏❤ Om Shanti 🕉"
1:21   💔❤️‍🩹
Where are you from
"SSR will live on in our hearts, forever ! ❤️"
Sushant ❤️
RIP 🙏🙏
In a serch of gold we lost everything
Big fan
Another masterpiece
Miss you shushant Sir🤍
"A pure soul gone too soon 😢😢Sushant is a pure soul 🕊️😇🤍
Rip - Return If Possible 💫⭐✨"
😥😥
1:21 !!!!
A ye
He lives in his movies 👑 💔
Video is superb!!!!!
beautiphool
We need more of these type of mashup 🥺❤️❤️
This boy editing level  just 😭😭😭😭😭🔥🔥🔥🔥🔥🔥🔥💙💙💙💙
"HeY,🙂🤍
       🙋 WHO IS WATCHING IN 2022!"
"Uff that anjan hai tai mera 😌✨
Obsessed with this one"
",😭"
legends never die❤❤❤
They say truth that jitni bi ho doria filhal hai 🥺 miss you SSR sir
Khubsoorat 😉
Miss you sushant 😭💔
🥺🥺🥺
Just miss him and his vibes .....
Gravero Edits are The Best❤️
Rest in paradise sushant singh rajput
Miss you forever 💕
Proud of you aree 👍👍👍👍👍♥️♥️♥️❤️❤️♥️❤️♥️❤️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️
Whenever i see any movie of ssr i think he is alive😣😣😥😥
🏆🎖️🏅🏅🏅
I miss you 😭😭😭😭😭💔💔💔💔
SUSHANT IS NO MORE BUT HE IS ALIVE IN OUR HEARTS🥺😭
Upload in Spotify plspsls
Sushhhh💙🥺
I wish he would never die but suddenly 😭miss u sir ...i found this song when I'm looking for bts vedios💜
Thayoli ethana advertising da poduva
<3
Rip sushant singh rajpoot 😥😥
Bro plz add some bass and mid to the song
Best song I ever listennnnnnn broooooo oo tnxxx
"👑💔
Best smile ever❤ You will always be in our hearts"
One of the best 😍🌹
#CBIwewantjusticeforSSR
SSR💔
Boht ghatiya 🥲
Sushant sir ❤❤❤
Hbd champ ❤️
"Happy birthday sushant sir 👑🎂🥳🎉
When he was born ( 21 january 1986 )
Nobody cares 
But when he was died ( 14 june 2020 )
People's realise that a legend was born in his era 😇😇"
Happy Birthday King👑💛 u r with us forever ✨
Sushant singh rajput😥😢😢😢😢😢😢😢😢🤫😭😭😭😭😭😭😭😭😭😭
Had tears watching this.
Miss you my fav one.......💔
But legend never dies ❤️😞
Rest in peace 😞😞😭❤️ bye bye...
I m just crying for someone whos smile is more important than mine
#missussr........ Forever
Refreshed my past feelings 🥲
"How to listen to this on spotify?
There's no link...🙁"
"IT'S 2022 Someone !!
⚡Listing this heart touching song!!
In 2022…"
nice
You're thinking about the person you love and listening this song😌😌😌😌
2022 is the best year for everyone god bless you all ❤️😀
Miss you legend 😭😭😭😭😭😭😭
Listening to all remixes by gravero on loop😌
Really great
I gave life for you 😭💔
bro can you  make one just with kharyat plz plz plz
My god you also cried?😅
😌😌😌
Sabse zyada dard tab hota hai jab tum kisi se Beintehaa pyaar karte ho aur wo bhi tumse bahut pyaar karte hai par uske bawajud duriyo ke karan tumhe juda hona padta hai.... Aur usse koi aur mil jaata hai un duriyo mai par tum akele reh jaate ho purani yaadon ke saath tanha jeene ke liye
बढीआ और जबरदस्त 🇮🇳🙏❤️ सुन्दर
Rip Susant Rajput Singh
"~ হয়তো কষ্ট পেয়েছি ...,
~ কিন্তু তোমাকে ভালোবেসে অনেক কিছু শিখেছি 🙂💔"
🥲😢💔💔💜💜
Please enable that fuckin' download option🥲🥲🥲🥲please
Shushant sir 😭
naya  saal mubarak sabko
op bolte
he is gone too early but he will never die from our hearts
Why this person felt soo close to me...
"I feel sad while watching this video😢😢😭😭.
I miss u sushant😢😢😢😢😢"
This is end of 2021 who listening 🎧 this masterpiece 👍🏻
⚡⚡⚡⚡
😭😭
I miss my brother 😔he left us....!
Miss you sushant sir
"Seems His Eyes Are still Calling Us 😢😓
I LOVE SUSHANT ❤️"
Miss you SSR❤️🤙
❤️19 December 2021
🖤🖤
M’y song . Your song . Listen
Osm Song ❣️
Susanta sir we Miss you ❤️❤️❤️
This is ❤️❤️❤️⚡️
can't breathe 😭😭love you legend❤️❤️
Thanks for sending this video may god bless you gravero we all love you Sushant ♥️♥️♥️
😔🤧😥😭💔
GRAVERO OP
this song actually found me
Love this vroooo op❤️❤️❤️
You make my mood 🥰
Please guys say that SSR is still alive coz my heart loosing Beating 😔😔
Aisa masoom cehra kisi hero ka nahi hai miss you yaar bhai
always get goosebumps 😶
I miss u very very much Sushant bhai😭😭😭😭😭😭😭😭💔💔💔💔💔
You Always be missed
Sushant 💔🥺 rip the legend 🙂
"Gratitude 🙇‍♂️

SSR Forever 💟"
Justice for him rip man🥺❤
love it
bas kar bhai rulaega kya?
As always op ❤️🔥
*thats op*
I am from 🇱🇰 . I miss u sushant singh. 😭😕
dIL KHUSH  kar dete ho aap toh❣❣❣
Just feel no words to say ❤️❤️😭
Ssr 🔥🔥🔥💔💔💔
💔
"Radhe Shyam x Saaho 🔥🔥

https://youtu.be/D9JycWVuJs4"
Insane😛💓
Heart touching 🤍💨
RIP Sushant.
2:01 this 😢😢😭😭
"“ I saw saw stars in her eyes, 
But they were shining for someone else’s sky “"
bro you are best in making in the videos like this
We will always miss Sushant 😢
Beautiful 🥰🥰
SSR 💔😭
#SSR
💫
Miss You Shushant sir 😭😭❤️
Abhi bhi vishwas nahi hota ki yeh banda zinda nahi hai
They killed him and loss is only ours . Miss you SSR
proud to be an ssrian
Can just say that LEGENDS NEVER DIE !
CBI FOR SSR
FACT: Sushant's loss felt very close to everyone. 🥺
"Bhaaiii Jaaan 😭 You Made Me Laugh Again 😫 Your Personality Gave Me A Reason To Live, Friends, Respect & Peace Of Mind 😍"
This song and Sushant both will stay forever in our hearts they won't die 💔💔😔😔
We love you ssr
Rip SSR
Great song
😭😭😭
Khoobsurat 🖤............................🖤
🔥🔥❤❤
We miss u sushant 😢😢😢😢
Speechless 🤐🥺
SUSHANT VAII🥺💔
This vibe deserves more and more❤💯
rula diya bhai 😌😭😭
U have my all respect ....🙏🙏
Some beautiful moments of SSR ❤️❤️
"Listened this song coz of SSR 
So down to earth man, RESPECT!!"
"No matter what happened he always smiled
🤞"
bal choda gan...
Will miss you always.... ❤️❤️.
Love this fucking edit...
LEGEND bro i am inspirtion
"Kaash ye dooriyan Filhaal hi hoti💔

Love u shushant"
Crying for you Everytime 😭😭😭😭💔💔💔💔
😢😢😢😭
I have never been a fan of SSR but the news of his demise was hard to swallow. I know he did not end his life and the dirty truth is been hidden. Since then I have despised Bollywood and the actors. Whenever I see him in any videos I can't control my tears. His beautiful soul will shine eternally. RIP hero.
O
Legend forever 😇😍😕
Beautiful
Awesome  👌  song bro  👌 🙌 ❤  love you
Bro u are a next level editor
omg this so addicting!<3
"Heart broken 💔 bro 
....... Love from Karnataka"
omagaa
Remix op
Dance x acting and looks sush sir 💜
🤧💔🙂
"Puneet Rajkumar Died Yesterday, Make a video like this on him too? :("
"SSR will always be in our hearts....
Proud to be SSR Fan....❤❤"
I love you songs!💝
Continuous goosebumps ❤️❤️
Rulayega kya pagle !
Ye dooriyan filhal hai.....  :(
Hello
Wow
When  I see sushant I always feels why I wasn't there when he was feeling alone... Like he was my close one.
💝🥺
I believe in your supremacy
Sushant ❣❣
An all star underrated hero in world
Best tribute for sushant sir
Just loved it 😍
Mind blowingggggggggggggggggggggggg 🤞🤞🤞🤞
World is a very mean and nasty place.😢
Bhai subtitle bhi daala kar 🥺
Kheriyat pucho koi toh🥺🥺 i am in badmood🥺🥺
"1:40 🥺
And the echo effect 1:43 🥺🥺 😭 ufff!!!!❤️"
Yeh gana sun kar aaj mere inspiration SSR ki yaad aagyi miss you my inspiration 😔🥺❤️
I miss you Sushant
so sad😔💔🥺
I miss you Sushant sir😔😔😔
R.          I.           P
Keep it up bro everyone here to suffort you infact Alec Benjamin fukra insaan and other some populars
❤️
Rip SSR LEGEND HATS OFF 😭
That sudden music comes with bass thats gives gooes bump.
I just addicted to your channel 💗
Whoever is listening to this .....trust me you are having great taste of music...😉
🙂💔
Your edited songs touch my heart love your songs so muccch ❤❤❤❤
Main bhot miss karta hun sushant sir ko 😞😞... Is video ne mujhe rulaya main jhut nahi bolunga 💔😩
OH MY GOD BEAUTIFUL😍✨✨✨✨
bro why are you go i miss you
Can I use this  song  in montage
Jahanami jahanami jahanami
If you are a SSR fan... u are the reason he is no more 🙂
😔 ❤️💔❤️
Bro plzz make lofi remix on pretty girl x any hindi song
Awesome😍😍
1:21 When that Beat came ... Goosebumps waved through my body 🥲🥲💛 oh god
R.I.P. ABHISHEK BHAIYA 🙏❤️
RIP SUSH ❤️
We miss ssr 😞😞
1:21
"Painfull song ever 

Legend never like in herself comment"
I like ur channel ❤️a lottttttttttttt
"""we understand the value of anything when they disappear"""
💔💔🥺🥺✌️
Rip ily man sushaant 😍
"My ears: Listening to the music

My lips: singing along to the song

My eyes: seeing coments

My hands: scroling down 

My legs: moving in perfect sync with the song 

My mind: recalling old memories 

i am such a busy person!"
But... Legend never die
Miss you lot blase susant Singh love you bro
1:45 thats what for i am here
It's a masterpiece💓💓💓RIP sushant
Legend never dies ''SSR''
I would bury myself with these songs ❤️
Miss You Sir 🥺💔
I can listen this for 1 day contineous
Bro it was great
1:44  goosebumps 🥺❤️
Heart touching brotherr 😭💔💔
Gravero op in the chat
I miss you sir ab Humko Sar Pata Chala Hai Ki Jindagi Jina Kitna Mushkil Hai
😌
🙂🙂🙂🙂r
Miss uhhh💝❤️😩😢😭❤️❤️
1:22 the thing ur searching for
No words for this man
Wait what
😭😭😭😭😭😭
♥️
Kyu aur dard de raho be 🤧
*legit🔥*
_Legit 🔥_
Sushant the billionere dreams 🥺🥺🥺🥺
I love this ❣😍
SSR❤️Always Remember😭❤️
Kaise bana lete ho gravero ♥️
he  was a gem     we willl  miss him 😭😭😭😭😭😭😭
Goosebumps ❤️🔥🔥
He was a legend just miss him😢💔
😭😭😭😭😭😭😭
"where were you? all this time, when u were needed most......but finally am here <3"
Pain+peace
Peace+pain❤️
MASTERPIECE ❤️🔥
Miss you Sushant Singh Rajput 💞😍🥰
THE BEST I SWEAR!!!!
baler add amr
Sushant Singh Rajput sir ❣️
Legends never dies
LLSSR ♥️
This mashup deserves millions of views. I literally cried in the middle of the video. It's amazing. Listening it with headphones in night all alone is like heaven.
"A great personality died mysteriously and everyone is silent 
Now everyone knows the truth everyone knows the facts"
Beautiful ❤😌
"Life is all about ups and downs, the fact is that how we tackle. 
Be prouded on your self and go on"
Goosebumps ❤️
i really missed him now
I missed him alot
😭😭😭
❤
Yr 🥺❤️🥺❤️🥺❤️🥺❤️
Congratulations for 300k💓💓
😪🥲😟🥺😭😢😢😭
Fuckin ads .we are traped✍️
never lets me down ❤️🤧
SSR
❤️
Broken heart 💔
Sushant Singh Rajput♥️
R.I.P. Sushant Singh Rajput 🖤
If I’m correct his 1st film and last film ended with his death
Sushant😒
BRO YOUR MIXES ARE JUST FLAWLESS❤️KEEP IT UP BRO.
Gravero is emotion
Starting of khairiyat with beat is Awesome man thanks for creating that 👊
Damn this is good and he is legend
Always best...miss u ssr
BEST
1:21 gives heart attack
🎧🥵🔊👍
This is nostalgic 😭❤️
This guy's a legend!!
"1:46 to 2:16
My Personal Favourite in the whole mashup.
R.I.P Legend"
Love is Susanth and you....
FILHAL HAIN🌚💔 OHHHHH KHARIYAT PUCHO💔
❤️Best🥰
1day
Wonderful ... Coool .. love u ❤️❤️❤️
❤
"Absolute Talent 
Nice Bro, Love It ❣️❣️"
You should make a lyrics too ❤️
this song touched  to my heart
❤❤❤
Play at 0.75x Playback  speed 🔥
Gravero you are just amazing what a mashup 😍😍
"Gravero how do u get this Colour grading so perfect, do u have any preset bcz this is so sick 🥺"
Ri
Nice editing ❤️(love from india)👍
Shushant rip 😭😭😭
Rip 😭😭😩😭🙏💗
Miss you sir❤️❤️😭😭(Sushant Singh Rajput)
Miss you SSR 😢😢😢😢😢
Legends never die
Sushant will always be alive in our heart
Shushant was the King.... is the King and will be the King for everrrrrrrrrrrrrrrrrrrrrr
"Literally just getting goosebumps, every second listening it😭❤️."
"What a Song Yaar .....
LOVE IS LOVE IT NEVER SEES NOTHING 💛😌"
miss you sushant sir
01:30 hits HARD 😭
😥🥺
"I can't take it anymore
But somehow I'm surviving it's hard 💔💔💔"
"👑💔
Best smile ever❤️ You will always be in our hearts. 

🎶 Bollywood Lofi & Chill

⭐️ Listen to Get You The Moon x Khairiyat Mashup by Gravero.

• Follow Gravero:

Soundcloud : https://soundcloud.com/gravero-offici...
Instagram : https://www.instagram.com/iamgravero​​​
Twitter: https://www.twitter.com/iamgravero​​​

©️ All copyrights belong to Respective owners. No copyright infringement intended. For Promotional Use Only. 

Kina - Get you the moon (ft. Snow)
Label: Columbia 

Arijit Singh - Khairiyat
Label: T-Series
Music in this video
Learn more
Song
Get You The Moon (Instrumental)
Artist
Kina
Licensed to YouTube by
SME (on behalf of Columbia); SOLAR Music Rights Management, LatinAutor - SonyATV, LatinAutor, CMRRA, Sony ATV Publishing, LatinAutorPerf, UNIAO BRASILEIRA DE EDITORAS DE MUSICA - UBEM, and 9 Music Rights Societies"
sushant  and Sidhart ......
Amazing edit ❤️👍👍👍
Ssr 🥺
🥺🥺🥺🥺🥺♥️💜♥️💜🥺🥺🥺🥺🥺
Please make your all songs available on Instagram 😭😭😭😭💔💔💔
LIT🔥🔥
"I have a question did we all appreciated him this much if he didn't died
Or we just now appreciate him because of his dead"
SUSANT SIR 🔥🥺
My Heart cried 😭😭😭😭
🎧🚶🏻👋🏻
1B❣️
GET U THE MOOON 🔥🌟🤩
🎧             💔🥺
Aaj ye song sun kr ansu a gye par aaj shidhart bhai ke liye aye bro u left so soon OM shanti🙏
"This man will never be forgotten from our mind and heart. 
He will remain HERO for all time."
Miss sushat sing rajput😭😭
Shruti...🥀❤️🌍
Beutiphoooool
"Just keep on Moving Bro ♥️ 
This are my words 
One day you will be in the sky and
Competition on the grounds 😄"
Please support me🥺❤
Waiting...............😔
test
can you please upload al these versions on spotify please!!
Miss you susant sir 🥺🥺💔
I subscribed you after this🌟💫❤️
If you don't seach for this song you are really broken like me 😞
i cant believe bachpan ka pyarr got tending and not this
Your smile hide pain  scar given by life  many more thing perfect example Sushant singh Rajput
He's absolutely a king 🔥
RIP sushant sir . We miss you
I'm hoping this guy is alive 💔😭
Kaun chutiya dislike kiya hai
True Hustle = *Sushant* 👑
"https://www.youtube.com/watch?v=wVI8WQDATQM
....
most amazing hindi song guys, try it"
Aashiqui 2 songs also 🙏🏻🙏🏻🙏🏻🙏🏻
Missing the legend 😭😭😭
Love your remixes bruhh❣️
"Listening to these two songs together got so much relief that I can't tell, I am really very good and emotional. 🙁💕🥀"
"I'm leaving this comment here so after a month or a year when someone likes it, I get reminded of this song"
❣️✨
I miss you legend ❤️❤️😭😭
14 june 😢😢aga Tu sub samaj jayaga 😭😭
Sushant sir always in our heart🙏🏻❤️
"“Every tear tells a story , beacuse people don't cry without a reason"
"You gave me the hope 
Because some one broke me up
Thanks bhai 💔"
This can't be real...
Miss uh Sir 🤒🙌🏻💚😢
📴
"A message for the new coming generations..

Remember him not only as an actor or

dancer..

But He secured All India rank 17 in All India engineering entrance exam and 07 in DCE engineering entrance exam.

He cleared total 11 national level

competitive exams in which he appeared.

He was national physics Olympiad winner He bought land on moon.

★ He had knowledge of universe, quantum

physics, astronomy and holy Vedas ★ He could write with both hands

He had a golden ♥
 He knew to fly Aeroplane.

Rest in peace sir💐💐"
Awesome video man !!!  🥺❤️
This is sick
Gave me chills bro its so good
❤️
😭😭😭😭😭😭😭😭😭
I miss you 😢😢😢
😖♥️
My gf leave me today I'm very sad today but Listening this song makes me more emotional towards my ex and our ssr 💜sir !
those are transition u use in half screen like half screen mein video chal rhi hai
Good work 😄
"I am in tears right now. Sush, you will always be remembered 😔"
Sushant❤❤❤
1:21 mind blowing
Peace left my mind and heart behind💕
just wow.....Speechless bro . masterpiece <3
"His death shook us all and opened our eyes against this nepotism and these so called strugglers like Ananya Pandey,Varun Dhawan"
Sushant singh rajput 🥺🥺🥺🥺
Remix this with let me down
Susant 🥺🥺❤😔
Let's see how many of people watching this in 21st century
Badly addicted 🔥🔥🔥🔥
"This song 🤝☺️💔
I miss you 🙃❤️‍🩹pls come back 😔😔"
Late nigth + some memories realates and there you go in a ..... Unknown felling of joy
Awesome...😍😍
The best tribute he can ever get.....man u r amazing....ns sushant sing rajpur is a legend among us today 🙏🏻❤️
🧖‍♂️🧖‍♂️🧖‍♂️🧖‍♂️🧖‍♂️
